train_loss,val_loss,train_acc,val_acc
0.9214163006070148,0.6559298905459318,51.5358361774744,56.838905775075986
0.5379450080624546,0.45173179561441595,72.6962457337884,77.20364741641338
0.42262006398425045,0.4300380051136017,79.74971558589306,76.59574468085107
0.41446295865328914,0.4264931543306871,80.31854379977247,77.50759878419453
0.3805758748427931,0.4251422313126651,82.13879408418657,79.93920972644378
0.366893240845347,0.39198701219125226,83.2006067500948,80.24316109422493
0.3708935047847679,0.45673458955504675,82.5559347743648,77.81155015197568
0.33698255470000116,0.38275849006392737,83.95904436860067,82.06686930091185
0.3360479018056249,0.3914477391676469,84.60371634433068,81.7629179331307
0.3348916284291141,0.3676978349685669,84.26241941600303,80.54711246200608
0.31070685709815427,0.3427468253807588,85.62760712931362,81.7629179331307
0.33187078792287644,0.3699339953335849,83.54190367842244,81.7629179331307
0.31322872674608804,0.4822909344326366,85.81721653394008,78.419452887538
0.3156939782651074,0.3693058328195052,84.86916951080774,84.19452887537993
0.30767865838056585,0.34157370166345075,85.62760712931362,83.89057750759878
0.27965370808021134,0.4132749763402072,87.03071672354949,80.85106382978722
0.2785698222108634,0.34309634972702374,86.49981039059537,85.71428571428571
0.32991659165505904,0.391657598993995,84.30034129692832,82.37082066869301
0.2911523978214666,0.32005406509746204,86.15851346226773,86.93009118541033
0.32023454870445184,0.35788450322367926,85.13462267728478,83.58662613981764
0.29476352134741934,0.3510179194537076,86.15851346226773,84.49848024316108
0.27761396164276514,0.3803306763822382,87.40993553280244,82.67477203647417
0.2763173620564392,0.35147684812545776,87.5616230565036,83.28267477203647
0.2582468921879688,0.31099574809724634,88.13045127038302,86.93009118541033
0.2462578239929245,0.33672449263659393,88.96473265073948,83.89057750759878
0.22498398013861784,0.3704062917015769,90.25407660219948,83.28267477203647
0.22283773887229252,0.3209475346586921,89.98862343572242,87.53799392097264
0.21852224495217024,0.328001006083055,90.10238907849829,86.32218844984803
0.1979399125978171,0.3264685889536684,91.20212362533182,86.93009118541033
0.19662372117121535,0.35749340057373047,91.12627986348123,85.41033434650456
